Document_Name,Chapter,Section,SubSection,Paragraph_Synopsis,Sentence_Count,Additional_Context,Header,Footer,Indexed_Text,Table_Delimited,Hyperlinks
implementing-accounting-hub,3,FAQs for Define Calendars,Account Rules,"The year ""2015"" is appended to each period name in 12 periods. Update an existing calendar before using new periods as future periods; use the Add Year button to quickly add a new complete year, with option to accept or modify new rows.",6,Instruction,Chapter 3 | Financial Reporting Structures | Implementing Accounting Hub | Oracle Fusion Cloud Financials,35,"2015, then 2015 or just 15, depending on the period format selected, is appended to the period name of all 12 periods. When do I update an existing calendar? Update an existing calendar before the new periods are needed as future periods, based on the future period setting in your accounting configuration. If a complete year has been defined and validated, use the Add Year button to add the next year quickly. Accept or change the new rows as required. For example, with the Other frequency type calendar, dates may differ from what the application generates.",,Accounting Calendar Options | https://www.oracle.com/pls/topic/lookup?ctx=fa25b&id=s20030088; How Accounting Calendars Are Validated | https://www.oracle.com/pls/topic/lookup?ctx=fa25b&id=s20030148
implementing-accounting-hub,3,Currencies,Account Rules,"Upgrading an Oracle E-Business Suite Release 12 calendar uses a migration script that assigns a new period frequency, which can be reviewed and changed one time through the Calendar Options page. Changes to period frequency and name format must not conflict with the existing upgraded calendar.",7,Tips,Chapter 3 | Financial Reporting Structures | Implementing Accounting Hub | Oracle Fusion Cloud Financials,36,"Related Topics - What happens if I upgrade my calendar from Oracle E-Business Suite Release 12? What happens if I upgrade my calendar from Oracle E-Business Suite Release 12? The migration script assigns a period frequency that most closely matches your Oracle E-Business Suite Release 12 calendar. When you use the Oracle Fusion Cloud Applications Add Year functionality for the first time, you have an opportunity to review and change the period frequency. The Calendar Options page opens only for calendars upgraded from Release 12 to allow a one time modification. Make your changes to the period frequency, adjusting period frequency, and period name format, including the prefix and separator, as needed. Changes cannot conflict with the existing upgraded calendar",,
implementing-accounting-hub,3,Currencies,Account Rules,"Update calendar names and descriptions as needed, and manually update calendars if desired; modified options apply to future years only. When defining currencies, consider entering codes, date ranges, and symbols carefully, noting that code changes are permanent and date ranges restrict transactions to specified dates.",9,Definition,Chapter 3 | Financial Reporting Structures | Implementing Accounting Hub | Oracle Fusion Cloud Financials,36,"definition. Update the calendar name and description in the calendar header, as needed, for all calendars. Period details for a new year are generated automatically based on the latest calendar options. You can also manually update the calendar. The modified calendar options affect future years only. Currencies Considerations for Defining Currencies Consider these points about entering the currency code, date range, or symbol for the currency, when you create or edit currencies. Currency Codes You can't change a currency code after you enable the currency, even if you later disable that currency. Date Ranges You can enter transactions denominated in the currency only for the dates within the specified range. If you don't enter a start date, then the currency",,
implementing-accounting-hub,3,Currencies,Account Rules,"The currency is valid immediately upon entry, with an indefinite end date if no end date is specified. You can also enter a symbol associated with the currency to display alongside the amount.",7,Definition,Chapter 3 | Financial Reporting Structures | Implementing Accounting Hub | Oracle Fusion Cloud Financials,36,"is valid immediately. If you don't enter an end date, then the currency is valid indefinitely. Symbols Some applications support displaying currency symbols. You may enter the symbol associated with a currency so that it appears along with the amount. Related Topics - What's the difference between precision, extended precision, and minimum accountable unit for a currency? - What's a statistical unit currency type? - Euro Currency Derivation",,
implementing-accounting-hub,3,FAQs for Manage Currencies,Account Rules,"The Euro Currency Derivation defines the relationship between the official Euro currency and national currencies of European Monetary Union (EMU) member states, including their fixed conversion rates and effective starting dates. The Derivation Type specifies whether the currency is the Euro or a national EMU currency, while the Derivation Factor",6,Definition,Chapter 3 | Financial Reporting Structures | Implementing Accounting Hub | Oracle Fusion Cloud Financials,37,"Euro Currency Derivation Use the Derivation Type, Derivation Factor, and Derivation Effective Date fields to define the relationship between the official currency (Euro) of the European Monetary Union (EMU) and the national currencies of EMU member states. For each EMU currency, you define its Euro-to-EMU fixed conversion rate and the effective starting date. If you have to use a different currency for Euro, you can disable the predefined currency and create a new one. Derivation Type The Euro currency derivation type is used only for the Euro, and the Euro derived derivation type identifies national currencies of EMU member states. All other currencies don't have derivation types. Derivation Factor The derivation factor is the fixed conversion rate by which you",,
implementing-accounting-hub,3,FAQs for Manage Currencies,Account Rules,"The Euro currency does not have a derivation factor, and currencies are derived from one Euro to get an equivalent EMU currency amount. Currencies can be created or enabled for displaying monetary amounts, assigning ledger balances, and reporting purposes, with all ISO 4217 standard currencies supported.",8,Instruction,Chapter 3 | Financial Reporting Structures | Implementing Accounting Hub | Oracle Fusion Cloud Financials,37,"multiply one Euro to derive the equivalent EMU currency amount. The Euro currency itself must not have a derivation factor. Derivation Effective Date The derivation effective date is the date on which the relationship between the EMU currency and the Euro begins. FAQs for Manage Currencies When do I create or enable currencies? Create or enable any currency for displaying monetary amounts, assigning currency to ledgers, entering transactions, recording balances, or for any reporting purpose. All currencies listed in the International Organization for Standardization (ISO) 4217 standard are supported. The default currency is set to United States Dollar (USD). Related Topics - Considerations for Defining Currencies What's the difference between precision, extended precision, and minimum accountable unit for a currency?",,
implementing-accounting-hub,3,FAQs for Manage Currencies,Account Rules,"Precision refers to the number of digits after the decimal point used in regular transactions (e.g., USD has a precision value of 2). Extended precision is the total number of digits after the decimal point, which can be higher than the precision value for calculations requiring greater accuracy.",5,Definition,Chapter 3 | Financial Reporting Structures | Implementing Accounting Hub | Oracle Fusion Cloud Financials,37,"Precision refers to the number of digits placed after the decimal point used in regular currency transactions. For example, USD would have 2 as the precision value for transactional amounts, such as $1.00. Extended precision is the number of digits placed after the decimal point and must be greater than or equal to the precision value. For calculations requiring greater precision, you can enter an extended precision value such as 3 or 4. That would result in the currency appearing as $1.279 or $1.2793.",,
implementing-accounting-hub,3,Conversion Rate Types,Account Rules,"The minimum accountable unit is the smallest denomination of a currency, settable in the Manage Currencies task, and some currencies like the Chilean peso do not support precision. Conversion rates between currencies can be maintained using conversion rate types, with predefined options including Spot, Corporate, User, and Fixed.",8,Note,Chapter 3 | Financial Reporting Structures | Implementing Accounting Hub | Oracle Fusion Cloud Financials,38,"Minimum accountable unit is the smallest denomination for the currency. For example, for USD that would be .01 for a cent. You can set these values for a currency using the Manage Currencies task in the Application Extensions functional area in the Setup and Maintenance work area. Note: When setting up currencies, make sure you use the correct precision. Some currencies, for example, the Chilean peso, dont support precision at all. Conversion Rate Types Guidelines for Creating Conversion Rate Types Maintain different conversion rates between currencies for the same period using conversion rate types. The following conversion rate types are predefined: - Spot - Corporate - User - Fixed You can use different rate types for different business needs. During",,
implementing-accounting-hub,3,Conversion Rate Types,Account Rules,"The journal entry conversion rate is automatically provided based on the selected type and currency, except for ""User"" types which require manual entry. Additional rate types can be defined and assigned to populate rates for ledger averages and ends, used in translating account balances.",8,Tips,Chapter 3 | Financial Reporting Structures | Implementing Accounting Hub | Oracle Fusion Cloud Financials,38,"journal entry, the conversion rate is provided automatically based on the selected conversion rate type and currency, unless the rate type is User . For User rate types, you must enter a conversion rate. You can define additional rate types as needed. Set your most frequently used rate type as the default. Conversion rate types can't be deleted. Assign conversion rate types to automatically populate the associated rate for your period average and period end rates for the ledger. For example, you can assign the conversion rate type of Spot to populate period average rates, and the conversion rate type of Corporate to populate period end rates. Period average and period end rates are used in translation of account balances.",,
implementing-accounting-hub,3,Conversion Rate Types,Account Rules,"Conversion rate types in accounting are used to automatically convert journal amounts between currencies for various functions, such as revaluation or translation processes. When creating conversion rates, users must decide on settings like enforcing inverse relationships, selecting pivot currencies, and enabling cross rates with override options.",4,Overview,Chapter 3 | Financial Reporting Structures | Implementing Accounting Hub | Oracle Fusion Cloud Financials,38,"Conversion rate types are used to automatically assign a rate when you perform the following accounting functions: - Convert foreign currency journal amounts to ledger currency equivalents. - Convert journal amounts from source ledgers to reporting currencies or secondary ledgers. - Run revaluation or translation processes. When creating conversion rates, decide whether to: - Enforce inverse relationships - Select pivot currencies - Select contra currencies - Enable cross rates and allow cross-rate overrides - Maintain cross-rate rules",,
implementing-accounting-hub,3,Conversion Rate Types,Account Rules,"Here is a concise summary: Selecting ""Enforce Inverse Relationship"" automatically calculates and updates both conversion rates (e.g., A to B and B to A) when defining daily rates, ensuring a consistent relationship between them. Unselected, only one rate is calculated, leaving users free to update individual rates without affecting the",7,Definition,Chapter 3 | Financial Reporting Structures | Implementing Accounting Hub | Oracle Fusion Cloud Financials,39,"Enforce Inverse Relationships The Enforce Inverse Relationship option indicates whether to enforce the automatic calculation of inverse conversion rates when defining daily rates. The following table describes the impact of selecting or not selecting the option. Action Results Selected When you enter a daily rate to convert currency A to currency B, the inverse rate of currency B to currency A is automatically calculated and entered in the adjacent column. If either rate is changed, the application automatically recalculates the other rate. You can update the application calculated inverse rate, but once you do, the related rate is updated. The option enforces the inverse relationship is maintained but doesn't prevent you from updating the rates. Not Selected The inverse rate","Action
Results
Selected
When you enter a daily rate to convert currency A to currency B, the inverse rate of currency B to
currency A is automatically calculated and entered in the adjacent column. If either rate is changed, the
application automatically recalculates the other rate.
You can update the application calculated inverse rate, but once you do, the related rate is updated.
The option enforces the inverse relationship is maintained but doesn't prevent you from updating the
rates.
Not Selected
The inverse rate is calculated, but you can change the rate and update the daily rates table without the
corresponding rate being updated.",
implementing-accounting-hub,3,Conversion Rate Types,Account Rules,"The daily rates table can be updated without affecting the corresponding rate, allowing customization. A pivot currency is set as the central reference point for conversions between contra currencies, such as USD for EUR-CAD exchanges.",8,Instruction,Chapter 3 | Financial Reporting Structures | Implementing Accounting Hub | Oracle Fusion Cloud Financials,39,"is calculated, but you can change the rate and update the daily rates table without the corresponding rate being updated. Select Pivot Currencies Select a pivot currency that's commonly used in your currency conversions. A pivot currency is the central currency that interacts with contra currencies. For example, you set up a daily rate between the US dollar (USD) and the Euro currency (EUR) and another between the USD and the Canadian dollar (CAD). USD is the pivot currency in creating a rate between EUR and CAD. EUR and CAD are the contra currencies. Select the pivot currency from the list of values which contains those currencies that are enabled, effective, and not a statistical (STAT) currency. The description of",,
implementing-accounting-hub,3,Conversion Rate Types,Account Rules,"The pivot currency is automatically populated from the currency definition, allowing for cross rates against a base currency. Contra currencies can be selected from a list of enabled, effective, non-STAT currencies that are not the pivot currency, with descriptions populating automatically.",8,Tips,Chapter 3 | Financial Reporting Structures | Implementing Accounting Hub | Oracle Fusion Cloud Financials,39,"the pivot currency is populated automatically based on the currency definition. If you want the application to create cross rates against a base currency, define the base currency as the pivot currency. Selected pivot currencies can be changed in the Rate Types page. Select Contra Currencies Select currencies available on the list of values as contra currencies. The available currencies are those currencies which are enabled, effective, not STAT currency, and not the pivot currency selected earlier. The description of the contra currency is populated automatically based on the currency definition. Add or delete contra currencies in the Contra Currencies region of the Rate Types page. Enable Cross Rates and Allow Cross Rate Overrides Check the Enable Cross Rates check",,
implementing-accounting-hub,3,Conversion Rate Types,Account Rules,"General Ledger calculates conversion rates based on defined cross rate rules and associates them with a conversion rate type, pivot currency, and contra currencies. Cross rates facilitate creating daily rates by automatically generating rates between contra currencies based on their relationship to a pivot currency.",7,Definition,Chapter 3 | Financial Reporting Structures | Implementing Accounting Hub | Oracle Fusion Cloud Financials,39,"box to calculate conversion rates based on defined currency rate relationships. General Ledger calculates cross rates based on your defined cross rate rules. Associate your cross rate rules with a conversion rate type, pivot currency, and contra currencies. Cross rates facilitate the creation of daily rates by automatically creating the rates between contra currencies based on their relationship to a pivot currency. If the Enable Cross Rates option is deselected after entering contra currencies, the application stops calculating cross rates going forward for that particular rate type. All the earlier calculated cross rates for that rate type remain in the database unless you manually delete them. For example, if you have daily rates defined for the pivot currency, USD to",,
implementing-accounting-hub,3,Conversion Rate Types,Account Rules,The app automatically generates exchange rates between a given pair of currencies (e.g. EUR and USD) and another target currency (e.g.,2,Instruction,Chapter 3 | Financial Reporting Structures | Implementing Accounting Hub | Oracle Fusion Cloud Financials,39,"the contra currency, EUR, and USD to another contra currency, CAD, the application automatically creates the rates between EUR to CAD and CAD to EUR. You don't have to manually define the EUR to CAD and CAD to EUR rates.",,
implementing-accounting-hub,3,Conversion Rate Types,Account Rules,"The ""Allow Cross Rates Override"" checkbox allows users to override application-generated cross rates, while not selecting it disables overrides. Cross rate rules can be updated or modified at any time, but changes are not retroactive and do not affect previously stored cross rates.",6,Tips,Chapter 3 | Financial Reporting Structures | Implementing Accounting Hub | Oracle Fusion Cloud Financials,40,"Select the Allow Cross Rates Override check box to permit your users to override application generated cross rates. If you accept the default of not selected, the application generated cross rates can't be overridden. Maintain Cross Rate Rules Define or update your cross rate rules at any time by adding or removing contra currency assignments. Add a contra currency to a cross rate rule and run the Daily Rates Import and Calculation process to generate the new rates. If you remove a cross rate rule or a contra currency from a rule, any cross rates generated previously for that contra currency remain unless you manually delete them. Changes to the rule aren't retroactive and don't affect previously stored cross rates.","Selected Currency
Selected Rate Type
Reason
CAD
Corporate
Entered a periodic type of transaction. Your
company has established a daily rate to use
for the entire month across divisions for all
transactions in Canadian dollars, a stable
currency that fluctuates only slightly over the
month.",
implementing-accounting-hub,3,Conversion Rate Types,Account Rules,The Cross Rate process generates multiple rates and skips currencies with missing components. It updates daily rates and cross-currency relationships through an external service like Reuters.,5,Tips,Chapter 3 | Financial Reporting Structures | Implementing Accounting Hub | Oracle Fusion Cloud Financials,40,"The Cross Rate process generates as many rates as possible and skips currencies where one component of the set is missing. Note: With a defined web service that extracts daily currency conversion rates from external services, for example Reuters, currency conversion rates are automatically updated for the daily rates and all cross currency relationships. Related Topics - Examples of Using Conversion Rate Types in a Journal - What's the difference between calendar and fiscal period naming? Examples of Using Conversion Rate Types in a Journal The following conversion rate types are predefined: Spot, Corporate, User, Fixed. Scenario You are the general ledger accountant for Vision US Inc. You are entering a journal entry to capture three transactions that were transacted",,
implementing-accounting-hub,3,Conversion Rate Types,Account Rules,"The system allows foreign currency transactions to be entered with two journal lines per account and amount, using three different currencies: Canadian Dollar, Mexican Peso, and Hong Kong Dollar. The rate type used for each transaction depends on the company's procedures, with options including Corporate, Spot, and User rates.",7,Overview,Chapter 3 | Financial Reporting Structures | Implementing Accounting Hub | Oracle Fusion Cloud Financials,40,"in three different foreign currencies. - Canadian Dollar CAD: A stable currency - Mexican Peso MXP: A fluctuating currency - Hong Kong Dollar HKD: An infrequently used currency You enter two journal lines with accounts and amounts for each foreign currency transaction. Based on your company procedures, you select the rate type to populate the rate for Corporate and Spot rate types from your daily rates table. You manually enter the current rate for the User rate type. The following table lists the currency, the rate type that you select, and the reasons for the rate type selection. Selected Currency Selected Rate Type Reason CAD Corporate Entered a periodic type of transaction. Your company has established a daily rate to",,
implementing-accounting-hub,3,FAQs for Manage Conversion Rate Types,Account Rules,"Here is a concise summary: Your company uses different currency conversion rate types depending on the currency: unstable currencies like the Mexican peso (MXP) have daily rates entered, while stable currencies like Hong Kong dollars (HKD) are one-time transactions. The French franc (FRF) was previously converted at a fixed rate",9,Overview,Chapter 3 | Financial Reporting Structures | Implementing Accounting Hub | Oracle Fusion Cloud Financials,41,"Selected Currency Selected Rate Type Reason MXP Spot Entered a periodic type of transaction. Your company enters daily rates each day for the Mexican peso because the currency is unstable and fluctuates. HKD User Entered a one time transaction. Your company doesn't maintain daily rates for Hong Kong dollars. Your company doesn't currently use the Fixed rate type. From January 1, 1999, the conversion rate of the French franc FRF against the Euro EUR was a fixed rate of 1 EUR to 6.55957 FRF. Your French operations were started in 2007, so you maintain all your French business records in the Euro. FAQs for Manage Conversion Rate Types What's the difference between spot, corporate, user, and fixed rate types? Spot,","Selected Currency
Selected Rate Type
Reason
MXP
Spot
Entered a periodic type of transaction. Your
company enters daily rates each day for the
Mexican peso because the currency is unstable
and fluctuates.
HKD
User
Entered a one time transaction. Your company
doesn't maintain daily rates for Hong Kong
dollars.",
implementing-accounting-hub,3,FAQs for Manage Conversion Rate Types,Account Rules,"Here is a 2-sentence summary: The three types of conversion rates - Spot, Corporate, User, and Fixed - differ based on fluctuations in foreign currencies and company procedures. The User rate type is suitable for infrequent transactions, providing an accurate conversion rate on the transaction date and simplifying currency maintenance.",9,Overview,Chapter 3 | Financial Reporting Structures | Implementing Accounting Hub | Oracle Fusion Cloud Financials,41,"corporate, user, and fixed conversion rate types differ based on fluctuations of the entered foreign currency and your company procedures for maintaining daily rates. - Spot: For currencies with fluctuating conversion rates, or when exact currency conversion is needed. - Corporate: For setting a standard rate across your organization for a stable currency. - User: For infrequent entries where daily rates for the entered foreign currency aren't set up. - Fixed: For rates where the conversion is constant between two currencies. If you have infrequent foreign currency transactions, the User rate type can simplify currency maintenance. The User rate type can also provide an accurate conversion rate on the date of the transaction. What's a statistical unit currency type? The",,
implementing-accounting-hub,3,Daily Currency Rates,Account Rules,"Oracle Fusion Cloud ERP offers three methods to load currency rates: manual upload via spreadsheet or file, and automatic loading through web services. Users can enter daily conversion rates and override automatically calculated inverse rates.",12,Overview,Chapter 3 | Financial Reporting Structures | Implementing Accounting Hub | Oracle Fusion Cloud Financials,42,"Daily Currency Rates Overview of GL Currency Rates Upload Oracle Fusion Cloud ERP has various options to load currency rates. Daily currency conversion rates can be maintained between any two currencies. You can enter daily conversion rates for specific combinations of foreign currency, date, and conversion rate type. Oracle Cloud ERP automatically calculates inverse rates. You can override the inverse rates that are automatically calculated. The three different methods of loading currency rates are: 1. Manual load using the Create Daily Rates spreadsheet. 2. Manual load using the Import and Calculate Daily Rates file-based data import. 3. Automatic load using web services. Related Topics - Required Security for Loading GL Currency Rates - Enter Daily Rates Using the Daily Rates",,
implementing-accounting-hub,3,Daily Currency Rates,Account Rules,"Here is a concise summary of the text: To update daily currency conversion rates from GBP to USD for InFusion America, navigate to the Period Close work area and click ""Manage Currency Rates"" to access the Currency Rates Manager page. From here, create, edit, or review currency rate types, daily",10,Instruction,Chapter 3 | Financial Reporting Structures | Implementing Accounting Hub | Oracle Fusion Cloud Financials,42,"Spreadsheet - How Daily Rate Import Data Is Processed Update Currency Rates You're required to change today's daily rates that were already entered. The rates you're changing are for currency conversion from Great Britain pounds sterling (GBP) to United States dollars (USD) for your company InFusion America. Currency conversion rates were entered by an automatic load to the Daily Rates table. They can also be entered through a spreadsheet. Updating Currency Rates 1. Navigate to the Period Close work area. Use the Period Close work area to link to close processes and currency process. 2. Click the Manage Currency Rates link. Use the Currency Rates Manager page to create, edit, and review currency rate types, daily rates, and historical rates.",,
implementing-accounting-hub,3,Daily Currency Rates,Account Rules,"Select the Daily Rates tab, then choose GBP (Pound Sterling) as the From Currency and USD (US Dollar) as the To Currency. Enter today's date and select ""Spot"" as the Rate Type to review or enter currency rates.",15,Instruction,Chapter 3 | Financial Reporting Structures | Implementing Accounting Hub | Oracle Fusion Cloud Financials,42,3. Click the Daily Rates tab. Use the Daily Rates tab to review and enter currency rates. 4. Click the From Currency list. Select the GBP - Pound Sterling list item. 5. Click the To Currency list. Select the USD - US Dollar list item. 6. Enter the dates for the daily rates that you are changing. Enter today's date. 7. Click the Rate Type list. Select the Spot list item.,,Required Security for Loading GL Currency Rates | https://www.oracle.com/pls/topic/lookup?ctx=fa25b&id=s20049958; Enter Daily Rates Using the Daily Rates Spreadsheet | https://www.oracle.com/pls/topic/lookup?ctx=fa25b&id=s20034193; How Daily Rate Import Data Is Processed | https://www.oracle.com/pls/topic/lookup?ctx=fa25b&id=s20064168
implementing-accounting-hub,3,Daily Currency Rates,Account Rules,"Enter a new rate of 1.7 and its inverse rate of 0.58822, then click the Save button to update the rates.",11,Instruction,Chapter 3 | Financial Reporting Structures | Implementing Accounting Hub | Oracle Fusion Cloud Financials,43,8. Click the Search button. 9. Click in the Rate field. Enter the new rate of 1.7 in the Rate field. 10. Click in the Inverse Rate field. Enter the new inverse rate of 0.58822 in the Inverse Rate field. 11. Click the Save button. Related Topics - Guidelines for Using Desktop Integrated Excel Workbooks,,Guidelines for Using Desktop Integrated Excel Workbooks | https://www.oracle.com/pls/topic/lookup?ctx=fa25b&id=s20030089
implementing-accounting-hub,4,Overview of Ledger and Subledgers,Account Rules,"Oracle Fusion Applications use traditional ledger and subledger architecture, where detailed transactions are captured in subledgers and periodically posted to the ledger. The number of ledgers and subledgers is unlimited and determined by business structure and reporting requirements.",7,Overview,Chapter 4 | Implementing Accounting Hub | Ledgers | Oracle Fusion Cloud Financials,45,"4 Ledgers Overview of Ledger and Subledgers Oracle Fusion Applications reflect the traditional segregation between the general ledger and associated subledgers. Detailed transactional information is captured in the subledgers and periodically imported and posted in summary or detail to the ledger. A ledger determines the currency, chart of accounts, accounting calendar, ledger processing options, and accounting method for its associated subledgers. Each accounting setup requires a primary ledger and optionally, one or more secondary ledgers and reporting currencies. Reporting currencies are associated with either a primary or secondary ledger. The number of ledgers and subledgers is unlimited and determined by your business structure and reporting requirements. Related Topics - Ledgers and Subledgers - Primary Ledgers, Secondary Ledgers, and Reporting Currencies",,
implementing-accounting-hub,4,Overview of Ledger and Subledgers,Account Rules,"Changing the cumulative translation adjustment account is a significant change that should be avoided, as it can cause data corruption. To make this change, you must first delete translated balances to prevent issues.",4,Note,Chapter 4 | Implementing Accounting Hub | Ledgers | Oracle Fusion Cloud Financials,45,"- Ledgers, Legal Entities, Balancing Segments, and Business Units - Create a Primary Ledger - Specify Ledger Options FAQs for Specify Ledger Options What happens if I change the cumulative translation adjustment account? Changing the cumulative translation adjustment (CTA) account is a very significant revision to your accounting configuration and should be avoided if possible. To prevent data corruption, your CTA can only be changed if you delete translated balances. Related Topics - How Translated Balances Are Deleted",,"Ledgers and Subledgers | https://www.oracle.com/pls/topic/lookup?ctx=fa25b&id=s20027934; Primary Ledgers, Secondary Ledgers, and Reporting Currencies | https://www.oracle.com/pls/topic/lookup?ctx=fa25b&id=s20031971; Ledgers, Legal Entities, Balancing Segments, and Business Units | https://www.oracle.com/pls/topic/lookup?ctx=fa25b&id=s20027872; Create a Primary Ledger | https://www.oracle.com/pls/topic/lookup?ctx=fa25b&id=s20034219; Specify Ledger Options | https://www.oracle.com/pls/topic/lookup?ctx=fa25b&id=s20032251; How Translated Balances Are Deleted | https://www.oracle.com/pls/topic/lookup?ctx=fa25b&id=s20062605"
implementing-accounting-hub,4,Accounting Configuration,Account Rules,"Changing the retained earnings account requires reversing closing entries to zero out income statement accounts, using a temporary account for offsets, updating retained earnings, and then reversing those journal entries. This process ensures data integrity and prevents corruption.",9,Tips,Chapter 4 | Implementing Accounting Hub | Ledgers | Oracle Fusion Cloud Financials,46,"What happens if I change the retained earnings account? Changing the retained earnings account is a very significant revision to your accounting configuration and should be avoided if possible. To prevent data corruption, your retained earnings account can only be changed if you first perform the following set of steps: 1. To reverse what was closed out to the incorrect retained earnings account, enter and post journals to bring the ending balances for your income statement accounts to zero at the end of each accounting year. Use a temporary account, such as a suspense account, for the offsetting amount. 2. Update the retained earnings account. 3. Reverse the journal entries used to bring the income statement accounts' ending account balances",,
implementing-accounting-hub,4,Accounting Configuration,Account Rules,"To close out each year's profit and loss, reinstate zero to the retained earnings account using the Change Sign journal reversal method. Additionally, if there are translated balances, delete them by following the process for changes to the retained earnings account.",7,Note,Chapter 4 | Implementing Accounting Hub | Ledgers | Oracle Fusion Cloud Financials,46,"to zero to reinstate each accounting year's profit and loss, and now close these out to the new retained earning's account in the following accounting year. Note: The recommended reversal method for the journals is Change Sign . 4. If you have translated balances for the ledger, follow the process of deleting translated balances for a change in the retained earnings account. Related Topics - How Translated Balances Are Deleted Accounting Configuration Overview of Accounting Configuration A balances cube stores financial balances in a multidimensional database for interactive reporting and analysis. A ledger has a chart of accounts, calendar, currency, and accounting method. When the accounting configuration process is submitted for a primary or secondary ledger that uses a new",,
implementing-accounting-hub,4,Accounting Configuration,Account Rules,"A balances cube is created by combining a chart of accounts with a calendar, allowing for detailed financial reporting. This combination enables the representation of general ledger data across various dimensions such as time, location, and other factors.",2,Overview,Chapter 4 | Implementing Accounting Hub | Ledgers | Oracle Fusion Cloud Financials,46,"unique combination of chart of accounts and calendar, a balances cube is created. Related Topics - Overview of Oracle General Ledger Balances Cubes - Dimensions for Standard Balance Cubes - Examples of Standard and Average Balances Cubes - Considerations for GL Balance Cube Dimension Values That Are Customer-Specific - Levels and Generations in GL Balances Cubes",,How Translated Balances Are Deleted | https://www.oracle.com/pls/topic/lookup?ctx=fa25b&id=s20062605; Overview of Oracle General Ledger Balances Cubes | https://www.oracle.com/pls/topic/lookup?ctx=fa25b&id=s20034799; Dimensions for Standard Balance Cubes | https://www.oracle.com/pls/topic/lookup?ctx=fa25b&id=s20034802; Examples of Standard and Average Balances Cubes | https://www.oracle.com/pls/topic/lookup?ctx=fa25b&id=s20034803; Considerations for GL Balance Cube Dimension Values That Are Customer-Specific | https://www.oracle.com/pls/topic/lookup?ctx=fa25b&id=s20034821; Levels and Generations in GL Balances Cubes | https://www.oracle.com/pls/topic/lookup?ctx=fa25b&id=s20034911
implementing-accounting-hub,4,FAQs for Accounting Configuration,Account Rules,"Here is a concise summary: In Standard Balances Cube, default dimension values in Smart View and Financial Reporting Studio may cause #MISSING to appear on reports unless all dimensions have specific values selected, excluding the default ""Gen1"" level.",6,Overview,Chapter 4 | Implementing Accounting Hub | Ledgers | Oracle Fusion Cloud Financials,47,"Overview of Dimension Values in Reporting For Standard Balances Cube dimensions, there are default values that if used in Smart View and on financial reports created in Financial Reporting Studio cause #MISSING to appear when balances are returned on a report output. If #MISSING appears, check that all dimensions are properly set. Particularly, check the Accounting Period, Ledger, Scenario, and Currency dimensions, which all must have a value selected other than the default highest level value called Gen1. By using combinations of values for the Accounting Period, Balance Amount, and Amount Type dimensions, you can derive different amounts to meet financial reporting requirements. In some cases, more than one combination of query values can return the wanted information. Some duplication",,
implementing-accounting-hub,4,FAQs for Accounting Configuration,Account Rules,"The Balance Cube ensures complete reporting requirements by considering related dimensions. To inquire on translated balances, query by Currency Type equal to Total and Currency equal to Translated Currency; rebuilding the cube requires careful consideration and Oracle Support assistance.",6,Tips,Chapter 4 | Implementing Accounting Hub | Ledgers | Oracle Fusion Cloud Financials,47,in the calculations for the balances cube exists to ensure complete reporting requirements. Related Topics - Examples of Using Dimension Values in Reporting - Example of Standard Balances - Invalid Combinations of Balance Cube Dimensions - GL Balance Cube Processes Run from User Interface - GL Balance Cube Processes Run from Scheduled Processes Work Area FAQs for Accounting Configuration How can I inquire on translated balances? You can query on Currency Type equal to Total and Currency equal to Translated Currency. When do I rebuild the GL balances cubes? Carefully consider requirements and work with Oracle Support before rebuilding a balances cube. Use the on-demand programs to rebuild dimension members for each dimension and to refresh balances to the cubes,,
implementing-accounting-hub,4,FAQs for Accounting Configuration,Account Rules,"To rebuild cubes in Microsoft Dynamics GP, run the ""Create Cubes"" process and enter values for Chart of Accounts, Accounting Calendar, and Starting Period. This process rebuilds both standard and average balance cubes.",4,Instruction,Chapter 4 | Implementing Accounting Hub | Ledgers | Oracle Fusion Cloud Financials,47,"rather than rebuilding the cube. When you rebuild a cube, the process rebuilds both the standard and average balances cubes. To rebuild cubes, run the Create Cubes process. Enter values for the following parameters: - Chart of Accounts - Accounting Calendar - Starting Period",,Examples of Using Dimension Values in Reporting | https://www.oracle.com/pls/topic/lookup?ctx=fa25b&id=s20034914; Example of Standard Balances | https://www.oracle.com/pls/topic/lookup?ctx=fa25b&id=s20034927; Invalid Combinations of Balance Cube Dimensions | https://www.oracle.com/pls/topic/lookup?ctx=fa25b&id=s20034940; GL Balance Cube Processes Run from User Interface | https://www.oracle.com/pls/topic/lookup?ctx=fa25b&id=s20034925; GL Balance Cube Processes Run from Scheduled Processes Work Area | https://www.oracle.com/pls/topic/lookup?ctx=fa25b&id=s20034922
