page_num,section_id,indexed_text,header_footer_text,image_text,hyperlink_text,table_text
20,,Define Budget Configuration,Header for Page 20 | Footer for Page 20,,,
20,,Define ERP Integrator Configuration for Hyperion Planning,Header for Page 20 | Footer for Page 20,,,
20,,"Manually import the rules using the Oracle Enterprise Performance Management Life Cycle Management tool. For more information, refer to the Using EPM with Oracle Financials Cloud link on the Books for Oracle Financials Cloud page of the Oracle Help Center at https://docs.oracle.com.",Header for Page 20 | Footer for Page 20,,,
20,,Overview of Implementing Financials,Header for Page 20 | Footer for Page 20,,,
20,Overview of Implementing Financials,"To start your Financials implementation, use the Setup and Maintenance work area to opt into the offerings that meet your business requirements. Refer to the Oracle Applications Cloud Using Functional Setup Manager guide to manage the opt-in and setup of your offerings.",Header for Page 20 | Footer for Page 20,,,
20,Overview of Implementing Financials,Financials Offering,Header for Page 20 | Footer for Page 20,,,
20,Overview of Implementing Financials|Financials Offering,"By using the Financials offering, you can configure how you manage financial flows, including assets, ledgers, cash cycle, invoices and payments, accounts receivable, collections, and the setup of subledger accounting and tax configuration.",Header for Page 20 | Footer for Page 20,,,
20,Overview of Implementing Financials|Financials Offering,"The following table specifies the primary functional areas of this offering. For the full list of functional areas and features in this offering, use the Associated Features report that you review when you plan the implementation of your offering.",Header for Page 20 | Footer for Page 20,,,
20,Overview of Implementing Financials|Financials Offering,12,Header for Page 20 | Footer for Page 20,,,
21,,Oracle Fusion Cloud Financials Implementing Accounting Hub,Header for Page 21 | Footer for Page 21,,,"Functional Area | Description
Bill Management | Manage system options and user registrations.
Budgetary Control and Encumbrance
Accounting | Manage control budgets and encumbrance accounting, along with data access for users. Public sector
customers typically use this functional area.
Cash Management and Banking | Manage banks, bank branches, and bank accounts. Additionally, define reconciliation matching rules,
bank statement transaction creation rules, parse rules, transaction codes, and transaction type
mapping. Furthermore, configure your cash positioning and cash forecasting options.
Collections | Manage aging methods and collectors, as well as collections preferences, scoring data points, and
strategy tasks.
Customer Billing | Manage Receivables transactions and customer billing: AutoInvoice, payment terms, transaction types,
transaction sources, memo lines, balance forward billing, and recurring billing.
Customer Payments | Manage Receivables customer payments and receipts: receipt classes and methods, AutoCash rules,
Application rules, AutoMatch, Lockbox.
Expenses | Manage expense report templates, approval rules, and conversion rates and policies. If applicable, opt
into using corporate cards for expenses, processing of expense receipt imaging, or integration with
travel.
Financial Reporting Center | Manage the financial tools to report and analyze accounting data: Financial Reporting Center, Smart
View, Financial Reporting Studio, and Workspace.
Fixed Assets | Manage asset locations, calendars, books and categories, along with depreciation methods.
General Ledger | Manage ledgers, accounting configurations, journal sources and categories, and other related
accounting setup. If applicable, opt into configuring journal approval email notifications.
Intercompany | Manage Intercompany transaction processing within Financials, intercompany balancing and
reconciliation.
Joint Venture Management | Manage the distribution of joint venture revenue and costs among joint venture partners while
preserving essential data for tracking and auditing.
Payables | Manage supplier invoice and payment options, payment terms, distribution sets, invoice tolerances,
and procurement agents.
Payments | Manage payment systems, payment methods, formats, and payment process profiles. If applicable, opt
into deriving a bank account number from IBAN.
Receivables | Manage the required setups to enable Receivables for transactions and receipts: Receivables system
options; Receivables activities; AutoAccounting rules; remit-to addresses; and statement cycles.
Revenue Management | Manage system options for revenue management, selling price profiles, hierarchies, resources, and
Trading Community source systems."
21,,Chapter 1 Introduction to Oracle Accounting Hub Cloud,Header for Page 21 | Footer for Page 21,,,
21,,Functional Area Description,Header for Page 21 | Footer for Page 21,,,
21,,Bill Management,Header for Page 21 | Footer for Page 21,,,
21,,Manage system options and user registrations.,Header for Page 21 | Footer for Page 21,,,
21,,Budgetary Control and Encumbrance Accounting,Header for Page 21 | Footer for Page 21,,,
21,,"Manage control budgets and encumbrance accounting, along with data access for users. Public sector customers typically use this functional area.",Header for Page 21 | Footer for Page 21,,,
21,,Cash Management and Banking,Header for Page 21 | Footer for Page 21,,,
21,,"Manage banks, bank branches, and bank accounts. Additionally, define reconciliation matching rules, bank statement transaction creation rules, parse rules, transaction codes, and transaction type mapping. Furthermore, configure your cash positioning and cash forecasting options.",Header for Page 21 | Footer for Page 21,,,
21,,Collections,Header for Page 21 | Footer for Page 21,,,
21,,"Manage aging methods and collectors, as well as collections preferences, scoring data points, and strategy tasks.",Header for Page 21 | Footer for Page 21,,,
21,,Customer Billing,Header for Page 21 | Footer for Page 21,,,
21,,"Manage Receivables transactions and customer billing: AutoInvoice, payment terms, transaction types, transaction sources, memo lines, balance forward billing, and recurring billing.",Header for Page 21 | Footer for Page 21,,,
21,,Customer Payments,Header for Page 21 | Footer for Page 21,,,
21,,"Manage Receivables customer payments and receipts: receipt classes and methods, AutoCash rules, Application rules, AutoMatch, Lockbox.",Header for Page 21 | Footer for Page 21,,,
21,,Expenses,Header for Page 21 | Footer for Page 21,,,
21,,"Manage expense report templates, approval rules, and conversion rates and policies. If applicable, opt into using corporate cards for expenses, processing of expense receipt imaging, or integration with travel.",Header for Page 21 | Footer for Page 21,,,
21,,Financial Reporting Center,Header for Page 21 | Footer for Page 21,,,
21,,"Manage the financial tools to report and analyze accounting data: Financial Reporting Center, Smart View, Financial Reporting Studio, and Workspace.",Header for Page 21 | Footer for Page 21,,,
21,,Fixed Assets,Header for Page 21 | Footer for Page 21,,,
21,,"Manage asset locations, calendars, books and categories, along with depreciation methods.",Header for Page 21 | Footer for Page 21,,,
21,,General Ledger,Header for Page 21 | Footer for Page 21,,,
21,,"Manage ledgers, accounting configurations, journal sources and categories, and other related accounting setup. If applicable, opt into configuring journal approval email notifications.",Header for Page 21 | Footer for Page 21,,,
21,,Intercompany,Header for Page 21 | Footer for Page 21,,,
21,,"Manage Intercompany transaction processing within Financials, intercompany balancing and reconciliation.",Header for Page 21 | Footer for Page 21,,,
21,,Joint Venture Management,Header for Page 21 | Footer for Page 21,,,
21,,Manage the distribution of joint venture revenue and costs among joint venture partners while preserving essential data for tracking and auditing.,Header for Page 21 | Footer for Page 21,,,
21,,Payables,Header for Page 21 | Footer for Page 21,,,
21,,"Manage supplier invoice and payment options, payment terms, distribution sets, invoice tolerances, and procurement agents.",Header for Page 21 | Footer for Page 21,,,
21,,Payments,Header for Page 21 | Footer for Page 21,,,
21,,"Manage payment systems, payment methods, formats, and payment process profiles. If applicable, opt into deriving a bank account number from IBAN.",Header for Page 21 | Footer for Page 21,,,
21,,Receivables,Header for Page 21 | Footer for Page 21,,,
21,,Manage the required setups to enable Receivables for transactions and receipts: Receivables system options; Receivables activities; AutoAccounting rules; remit-to addresses; and statement cycles.,Header for Page 21 | Footer for Page 21,,,
21,,Revenue Management,Header for Page 21 | Footer for Page 21,,,
21,,"Manage system options for revenue management, selling price profiles, hierarchies, resources, and Trading Community source systems.",Header for Page 21 | Footer for Page 21,,,
21,,13,Header for Page 21 | Footer for Page 21,,,
22,,Oracle Fusion Cloud Financials Implementing Accounting Hub,Header for Page 22 | Footer for Page 22,,https://www.oracle.com/pls/topic/lookup?ctx=fa25b&id=s20060660,"Functional Area | Description
 | 
Revenue Recognition | Manage revenue recognition for Receivables: revenue policies and revenue contingencies.
Suppliers | Configure options for suppliers and supplier data.
Transaction Tax | Manage tax configuration, including tax regimes, taxes, and tax rates.
U.S. Federal Financials | Manage the financial management system options specifically defined for U.S. Federal agencies.
Note: Enable U.S. Federal Financials only if you are a U.S. federal agency. When you enable U.S.
Federal Financials, you incorporate processes, data elements, reporting, and accounting methods
specific to federal agencies."
22,,Chapter 1 Introduction to Oracle Accounting Hub Cloud,Header for Page 22 | Footer for Page 22,,,
22,,Functional Area Description,Header for Page 22 | Footer for Page 22,,,
22,,Revenue Recognition,Header for Page 22 | Footer for Page 22,,,
22,,Manage revenue recognition for Receivables: revenue policies and revenue contingencies.,Header for Page 22 | Footer for Page 22,,,
22,,Suppliers,Header for Page 22 | Footer for Page 22,,,
22,,Configure options for suppliers and supplier data.,Header for Page 22 | Footer for Page 22,,,
22,,Transaction Tax,Header for Page 22 | Footer for Page 22,,,
22,,"Manage tax configuration, including tax regimes, taxes, and tax rates.",Header for Page 22 | Footer for Page 22,,,
22,,U.S. Federal Financials,Header for Page 22 | Footer for Page 22,,,
22,,Manage the financial management system options specifically defined for U.S. Federal agencies.,Header for Page 22 | Footer for Page 22,,,
22,,"Note: Enable U.S. Federal Financials only if you are a U.S. federal agency. When you enable U.S. Federal Financials, you incorporate processes, data elements, reporting, and accounting methods specific to federal agencies.",Header for Page 22 | Footer for Page 22,,,
22,,Related Topics,Header for Page 22 | Footer for Page 22,,,
22,,Plan Your Implementation,Header for Page 22 | Footer for Page 22,,,
22,,14,Header for Page 22 | Footer for Page 22,,,
23,,Oracle Fusion Cloud Financials Implementing Accounting Hub,Header for Page 23 | Footer for Page 23,,https://www.oracle.com/pls/topic/lookup?ctx=fa25b&id=s20029833; https://www.oracle.com/pls/topic/lookup?ctx=fa25b&id=s20029875; https://www.oracle.com/pls/topic/lookup?ctx=fa25b&id=s20030693; https://www.oracle.com/pls/topic/lookup?ctx=fa25b&id=s20045260,
23,,Chapter 2 Enterprise Structures for Oracle Accounting Hub,Header for Page 23 | Footer for Page 23,,,
23,,2 Enterprise Structures for Oracle Accounting Hub,Header for Page 23 | Footer for Page 23,,,
23,2 Enterprise Structures for Oracle Accounting Hub,Overview of Enterprise Structures,Header for Page 23 | Footer for Page 23,,,
23,2 Enterprise Structures for Oracle Accounting Hub|Overview of Enterprise Structures,Oracle Applications have been designed to ensure your enterprise can be modeled to meet legal and management objectives. The decisions about your implementation of Oracle Applications are affected by your:,Header for Page 23 | Footer for Page 23,,,
23,2 Enterprise Structures for Oracle Accounting Hub|Overview of Enterprise Structures,Industry,Header for Page 23 | Footer for Page 23,,,
23,2 Enterprise Structures for Oracle Accounting Hub|Overview of Enterprise Structures,Business unit requirements for autonomy,Header for Page 23 | Footer for Page 23,,,
23,2 Enterprise Structures for Oracle Accounting Hub|Overview of Enterprise Structures,Business and accounting policies,Header for Page 23 | Footer for Page 23,,,
23,2 Enterprise Structures for Oracle Accounting Hub|Overview of Enterprise Structures,"Business functions performed by business units and optionally, centralized in shared service centers",Header for Page 23 | Footer for Page 23,,,
23,2 Enterprise Structures for Oracle Accounting Hub|Overview of Enterprise Structures,Locations of facilities,Header for Page 23 | Footer for Page 23,,,
23,2 Enterprise Structures for Oracle Accounting Hub|Overview of Enterprise Structures,Every enterprise has three fundamental structures that describe its operations and provide a basis for reporting.,Header for Page 23 | Footer for Page 23,,,
23,2 Enterprise Structures for Oracle Accounting Hub|Overview of Enterprise Structures,Legal,Header for Page 23 | Footer for Page 23,,,
23,2 Enterprise Structures for Oracle Accounting Hub|Overview of Enterprise Structures,Managerial,Header for Page 23 | Footer for Page 23,,,
23,2 Enterprise Structures for Oracle Accounting Hub|Overview of Enterprise Structures,Functional,Header for Page 23 | Footer for Page 23,,,
23,2 Enterprise Structures for Oracle Accounting Hub|Overview of Enterprise Structures,These structures are implemented using the chart of accounts and organization hierarchies. Many alternative hierarchies can be implemented and used for reporting.,Header for Page 23 | Footer for Page 23,,,
23,2 Enterprise Structures for Oracle Accounting Hub|Overview of Enterprise Structures,Related Topics,Header for Page 23 | Footer for Page 23,,,
23,2 Enterprise Structures for Oracle Accounting Hub|Overview of Enterprise Structures,Enterprise Structures Business Process Model,Header for Page 23 | Footer for Page 23,,,
23,2 Enterprise Structures for Oracle Accounting Hub|Overview of Enterprise Structures,Guidelines for Configuring Global Enterprises,Header for Page 23 | Footer for Page 23,,,
23,2 Enterprise Structures for Oracle Accounting Hub|Overview of Enterprise Structures,Model Your Enterprise Management Structure,Header for Page 23 | Footer for Page 23,,,
23,2 Enterprise Structures for Oracle Accounting Hub|Overview of Enterprise Structures,Overview of Diagnostic Tests for Enterprise Structures Setup,Header for Page 23 | Footer for Page 23,,,
23,2 Enterprise Structures for Oracle Accounting Hub,Overview of Common Financials Configuration for Rapid Implementation,Header for Page 23 | Footer for Page 23,,,
23,2 Enterprise Structures for Oracle Accounting Hub|Overview of Common Financials Configuration for Rapid Implementation,You can use the Rapid Implementation for General Ledger workbook template to rapidly implement the following common setup objects for enterprise structures:,Header for Page 23 | Footer for Page 23,,,
23,2 Enterprise Structures for Oracle Accounting Hub|Overview of Common Financials Configuration for Rapid Implementation,"Chart of accounts, including value sets, value set values, structures, and structure instances",Header for Page 23 | Footer for Page 23,,,
23,2 Enterprise Structures for Oracle Accounting Hub|Overview of Common Financials Configuration for Rapid Implementation,"Account hierarchies, represented in the application through trees and tree versions",Header for Page 23 | Footer for Page 23,,,
23,2 Enterprise Structures for Oracle Accounting Hub|Overview of Common Financials Configuration for Rapid Implementation,Accounting calendars (monthly type only),Header for Page 23 | Footer for Page 23,,,
23,2 Enterprise Structures for Oracle Accounting Hub|Overview of Common Financials Configuration for Rapid Implementation,15,Header for Page 23 | Footer for Page 23,,,
24,,Oracle Fusion Cloud Financials Implementing Accounting Hub,Header for Page 24 | Footer for Page 24,,https://www.oracle.com/pls/topic/lookup?ctx=fa25b&id=s20034978; https://www.oracle.com/pls/topic/lookup?ctx=fa25b&id=s20035556; https://www.oracle.com/pls/topic/lookup?ctx=fa25b&id=s20035557; https://www.oracle.com/pls/topic/lookup?ctx=fa25b&id=s20033219; https://www.oracle.com/pls/topic/lookup?ctx=fa25b&id=s20032493; https://www.oracle.com/pls/topic/lookup?ctx=fa25b&id=s20029065,
24,,Chapter 2 Enterprise Structures for Oracle Accounting Hub,Header for Page 24 | Footer for Page 24,,,
24,,Legal entities,Header for Page 24 | Footer for Page 24,,,
24,,Primary ledgers with legal entity assignments to primary balancing segment values,Header for Page 24 | Footer for Page 24,,,
24,,Business units,Header for Page 24 | Footer for Page 24,,,
24,,Rules of generating sequential IDs for transactions recorded in the application,Header for Page 24 | Footer for Page 24,,,
24,,"Select setup objects along with their accounting specifications, for various Financial applications",Header for Page 24 | Footer for Page 24,,,
24,,Related Topics,Header for Page 24 | Footer for Page 24,,,
24,,Overview of Enterprise Structures Rapid Implementation,Header for Page 24 | Footer for Page 24,,,
24,,"Create Chart of Accounts, Ledger, Legal Entities, and Business Units in Spreadsheets",Header for Page 24 | Footer for Page 24,,,
24,,"How Charts of Accounts, Ledgers, Legal Entities, and Business Units Are Created Using Spreadsheets",Header for Page 24 | Footer for Page 24,,,
24,,Manage Setup Using Implementation Projects,Header for Page 24 | Footer for Page 24,,,
24,,Overview of Initial Configuration with the Enterprise Structures Configurator,Header for Page 24 | Footer for Page 24,,,
24,Overview of Initial Configuration with the Enterprise Structures Configurator,The Enterprise Structures Configurator is an interview-based tool that guides you through the process of setting up a basic enterprise structure.,Header for Page 24 | Footer for Page 24,,,
24,Overview of Initial Configuration with the Enterprise Structures Configurator,"By answering questions about your enterprise, the tool creates a structure of divisions, legal entities, business units, and reference data sets that reflects your enterprise structure. After you create your enterprise structure, you also follow a guided process to determine whether to use positions, and whether to set up additional attributes for jobs and positions. After you define your enterprise structure and your job and position structures, you can review them, make any necessary changes, and then load the final configuration.",Header for Page 24 | Footer for Page 24,,,
24,Overview of Initial Configuration with the Enterprise Structures Configurator,Related Topics,Header for Page 24 | Footer for Page 24,,,
24,Overview of Initial Configuration with the Enterprise Structures Configurator,How You Establish Enterprise Structures Using the Enterprise Structures Configurator,Header for Page 24 | Footer for Page 24,,,
24,Overview of Initial Configuration with the Enterprise Structures Configurator,Design an Enterprise Configuration,Header for Page 24 | Footer for Page 24,,,
24,,FAQs for Define Initial Configuration,Header for Page 24 | Footer for Page 24,,,
24,FAQs for Define Initial Configuration,What happens if I don't use the Enterprise Structures Configurator to set up my enterprise structures?,Header for Page 24 | Footer for Page 24,,,
24,FAQs for Define Initial Configuration|What happens if I don't use the Enterprise Structures Configurator to set up my enterprise structures?,"The Enterprise Structures Configurator is an interview-based tool that guides you through setting up divisions, legal entities, business units, and reference data sets.",Header for Page 24 | Footer for Page 24,,,
24,FAQs for Define Initial Configuration|What happens if I don't use the Enterprise Structures Configurator to set up my enterprise structures?,"If you don't use the Enterprise Structures Configurator, then you must set up your enterprise structure using the individual tasks that correspond to each enterprise component. In addition, you can't set up multiple configurations and compare different scenarios. Using the Enterprise Structures Configurator is the recommended process for setting up your enterprise structures.",Header for Page 24 | Footer for Page 24,,,
24,FAQs for Define Initial Configuration|What happens if I don't use the Enterprise Structures Configurator to set up my enterprise structures?,16,Header for Page 24 | Footer for Page 24,,,
25,,Oracle Fusion Cloud Financials Implementing Accounting Hub,Header for Page 25 | Footer for Page 25,,,
25,,Chapter 2 Enterprise Structures for Oracle Accounting Hub,Header for Page 25 | Footer for Page 25,,,
25,,What's an ultimate holding company?,Header for Page 25 | Footer for Page 25,,,
25,What's an ultimate holding company?,"The legal entity that represents the top level in your organization hierarchy, as defined by the legal name entered for the enterprise. This designation is used only to create an organization tree, with these levels:",Header for Page 25 | Footer for Page 25,,,
25,What's an ultimate holding company?,Ultimate holding company as the top level,Header for Page 25 | Footer for Page 25,,,
25,What's an ultimate holding company?,Divisions and country holding companies as the second level,Header for Page 25 | Footer for Page 25,,,
25,What's an ultimate holding company?,Legal employers as the third level,Header for Page 25 | Footer for Page 25,,,
25,,Enterprise for Oracle Accounting Hub,Header for Page 25 | Footer for Page 25,,,
25,Enterprise for Oracle Accounting Hub,Define Enterprises,Header for Page 25 | Footer for Page 25,,,
25,Enterprise for Oracle Accounting Hub|Define Enterprises,An enterprise is a collection of legal entities sharing common control and management.,Header for Page 25 | Footer for Page 25,,,
25,Enterprise for Oracle Accounting Hub|Define Enterprises,Enterprise Defined,Header for Page 25 | Footer for Page 25,,,
25,Enterprise for Oracle Accounting Hub|Define Enterprises|Enterprise Defined,"When implementing Oracle Fusion Cloud Applications you operate within the context of an enterprise that has already been created in the application for you. This is either a predefined enterprise or an enterprise that has been created in the application by a system administrator. An enterprise organization captures the name of the deploying enterprise and the location of the headquarters. In Oracle Fusion Applications, an organization classified as an enterprise is defined before defining any other organizations in the HCM Common Organization Model. All other organizations are defined as belonging to an enterprise.",Header for Page 25 | Footer for Page 25,,,
25,Enterprise for Oracle Accounting Hub,Enterprise Information for Non-HCM Users,Header for Page 25 | Footer for Page 25,,,
25,Enterprise for Oracle Accounting Hub|Enterprise Information for Non-HCM Users|Enterprise Defined,"The Manage Enterprise HCM Information task includes default settings for your enterprise such as the employment model, worker number generation, and so on.",Header for Page 25 | Footer for Page 25,,,
25,Enterprise for Oracle Accounting Hub|Enterprise Information for Non-HCM Users|Enterprise Defined,"If you're not implementing Oracle Fusion Human Capital Management (HCM), then the only action you may need to perform using this task is to change the enterprise name, if necessary. The other settings are HCM-specific and aren't relevant outside of Oracle Fusion HCM.",Header for Page 25 | Footer for Page 25,,,
25,,Overview of Legal Jurisdictions and Authorities,Header for Page 25 | Footer for Page 25,,,
25,Overview of Legal Jurisdictions and Authorities|Enterprise Information for Non-HCM Users|Enterprise Defined,You are required to register your legal entities with legal authorities in the jurisdictions where you conduct business. Register your legal entities as required by local business requirements or other relevant laws.,Header for Page 25 | Footer for Page 25,,,
25,Overview of Legal Jurisdictions and Authorities|Enterprise Information for Non-HCM Users|Enterprise Defined,"For example, register your legal entities for tax reporting to report sales taxes or value added taxes.",Header for Page 25 | Footer for Page 25,,,
25,Overview of Legal Jurisdictions and Authorities|Enterprise Information for Non-HCM Users|Enterprise Defined,17,Header for Page 25 | Footer for Page 25,,,
26,,Oracle Fusion Cloud Financials Implementing Accounting Hub,Header for Page 26 | Footer for Page 26,,https://www.oracle.com/pls/topic/lookup?ctx=fa25b&id=s20028626; https://www.oracle.com/pls/topic/lookup?ctx=fa25b&id=s20034240; https://www.oracle.com/pls/topic/lookup?ctx=fa25b&id=s20033985,
26,,Chapter 2 Enterprise Structures for Oracle Accounting Hub,Header for Page 26 | Footer for Page 26,,,
26,,"Define jurisdictions and related legal authorities to support multiple legal entity registrations, which are used by Oracle Fusion Tax and Oracle Fusion Payroll. When you create a legal entity, the Oracle Fusion Legal Entity Configurator automatically creates one legal reporting unit for that legal entity with a registration.",Header for Page 26 | Footer for Page 26,,,
26,,Related Topics,Header for Page 26 | Footer for Page 26,,,
26,,Jurisdictions,Header for Page 26 | Footer for Page 26,,,
26,,"Create Legal Jurisdictions, Addresses and Authorities",Header for Page 26 | Footer for Page 26,,,
26,,Overview of Geographies,Header for Page 26 | Footer for Page 26,,,
26,Overview of Geographies,Setting up your geography structure and master geographies correctly in the Trading Community Model is critical to the proper use and management of Oracle Enterprise Resource Planning (ERP) Cloud applications.,Header for Page 26 | Footer for Page 26,,,
26,Overview of Geographies,"The geography structure and master geography data is shared across multiple product families and applications. Address validation ensures complete and valid master address data across all location entities across product applications. In addition, complete and valid master data is critical for accurate transaction tax calculation.",Header for Page 26 | Footer for Page 26,,,
26,Overview of Geographies,You can either define your geography structure and corresponding master geographies manually or import these geography entities. You can use the:,Header for Page 26 | Footer for Page 26,,,
26,Overview of Geographies,"1. Manage Geographies page 2. Import Management process For more information about managing your geographies, see the Geographies section in the Define Enterprise Structures chapter in the Oracle ERP Cloud Implementing Common Features for Financials and Project Management guide on Oracle Help Center (https://docs.oracle.com).",Header for Page 26 | Footer for Page 26,,,
26,Overview of Geographies,Manage Geographies,Header for Page 26 | Footer for Page 26,,,
26,Overview of Geographies|Manage Geographies,"Use the Manage Geographies page to manually define your geography structure, hierarchy, mapping, and validation. Manually define your geographies when you have a simple geography requirement with a limited number of geographies within an individual country.",Header for Page 26 | Footer for Page 26,,,
26,Overview of Geographies,Import Management,Header for Page 26 | Footer for Page 26,,,
26,Overview of Geographies|Import Management,Use the Import Management process to read the data included in your XML or text file and import the data into the application.,Header for Page 26 | Footer for Page 26,,,
26,Overview of Geographies|Import Management,"To access Import Management functionality, go to Navigator > Tools > Import Management .",Header for Page 26 | Footer for Page 26,,,
26,Overview of Geographies|Import Management,"For more information, see the Import Your Geography Data topic.",Header for Page 26 | Footer for Page 26,,,
26,Overview of Geographies|Import Management,Related Topics,Header for Page 26 | Footer for Page 26,,,
26,Overview of Geographies|Import Management,"How do I manage Geography Structures, Hierarchies, and Validation?",Header for Page 26 | Footer for Page 26,,,
26,Overview of Geographies|Import Management,18,Header for Page 26 | Footer for Page 26,,,
27,,Oracle Fusion Cloud Financials Implementing Accounting Hub,Header for Page 27 | Footer for Page 27,,https://www.oracle.com/pls/topic/lookup?ctx=fa25b&id=s20028656; https://www.oracle.com/pls/topic/lookup?ctx=fa25b&id=s20034241; https://www.oracle.com/pls/topic/lookup?ctx=fa25b&id=s20032250; https://www.oracle.com/pls/topic/lookup?ctx=fa25b&id=s20028682,
27,,Chapter 2 Enterprise Structures for Oracle Accounting Hub,Header for Page 27 | Footer for Page 27,,,
27,,Overview of Legal Entities,Header for Page 27 | Footer for Page 27,,,
27,Overview of Legal Entities,A legal entity is a recognized party with rights and responsibilities given by legislation.,Header for Page 27 | Footer for Page 27,,,
27,Overview of Legal Entities,Here are the rights and responsibilities of legal entities:,Header for Page 27 | Footer for Page 27,,,
27,Overview of Legal Entities,Own property,Header for Page 27 | Footer for Page 27,,,
27,Overview of Legal Entities,Trade,Header for Page 27 | Footer for Page 27,,,
27,Overview of Legal Entities,Repay debt,Header for Page 27 | Footer for Page 27,,,
27,Overview of Legal Entities,"Account for themselves to regulators, taxation authorities, and owners according to rules specified in the relevant legislation",Header for Page 27 | Footer for Page 27,,,
27,Overview of Legal Entities,"Their rights and responsibilities may be enforced through the judicial system. Define a legal entity for each registered company or other entity recognized in law for which you want to record assets, liabilities, expenses and income, pay transaction taxes, or perform intercompany trading.",Header for Page 27 | Footer for Page 27,,,
27,Overview of Legal Entities,Related Topics,Header for Page 27 | Footer for Page 27,,,
27,Overview of Legal Entities,Overview,Header for Page 27 | Footer for Page 27,,,
27,Overview of Legal Entities,"Create Legal Entities, Registrations, and Reporting Units",Header for Page 27 | Footer for Page 27,,,
27,Overview of Legal Entities,How You Create Legal Entities in the Enterprise Structures Configurator,Header for Page 27 | Footer for Page 27,,,
27,Overview of Legal Entities,Model Legal Entities,Header for Page 27 | Footer for Page 27,,,
27,Overview of Legal Entities,19,Header for Page 27 | Footer for Page 27,,,
28,,Oracle Fusion Cloud Financials Implementing Accounting Hub,Header for Page 28 | Footer for Page 28,,,
28,,Chapter 2 Enterprise Structures for Oracle Accounting Hub,Header for Page 28 | Footer for Page 28,,,
28,,20,Header for Page 28 | Footer for Page 28,,,
29,,Oracle Fusion Cloud Financials Implementing Accounting Hub,Header for Page 29 | Footer for Page 29,,https://www.oracle.com/pls/topic/lookup?ctx=fa25b&id=s20030205; https://www.oracle.com/pls/topic/lookup?ctx=fa25b&id=s20030375; https://www.oracle.com/pls/topic/lookup?ctx=fa25b&id=s20028047; https://www.oracle.com/pls/topic/lookup?ctx=fa25b&id=s20027886; https://www.oracle.com/pls/topic/lookup?ctx=fa25b&id=s20030163; https://www.oracle.com/pls/topic/lookup?ctx=fa25b&id=s20035445,
29,,Chapter 3 Financial Reporting Structures,Header for Page 29 | Footer for Page 29,,,
29,,3 Financial Reporting Structures,Header for Page 29 | Footer for Page 29,,,
29,3 Financial Reporting Structures,Overview of Financial Reporting Structure,Header for Page 29 | Footer for Page 29,,,
29,3 Financial Reporting Structures|Overview of Financial Reporting Structure,Define your enterprise structures in your chart of accounts to track and report on your financial objectives and meet your reporting requirements.,Header for Page 29 | Footer for Page 29,,,
29,3 Financial Reporting Structures|Overview of Financial Reporting Structure,The benefit of representing your enterprise in the chart of accounts is the functionality which includes multidimensional reporting with its Essbase tool. Segments included in the chart of accounts become dimensions in Essbase. The recorded data is automatically loaded into the Essbase cube when you post your journal entries. The Essbase tool includes powerful functionality for analysis and reporting on your financial data.,Header for Page 29 | Footer for Page 29,,,
29,3 Financial Reporting Structures|Overview of Financial Reporting Structure,Related Topics,Header for Page 29 | Footer for Page 29,,,
29,3 Financial Reporting Structures|Overview of Financial Reporting Structure,Represent Your Enterprise Structure in Your Chart of Accounts,Header for Page 29 | Footer for Page 29,,,
29,3 Financial Reporting Structures|Overview of Financial Reporting Structure,Financial Enterprise Structure Components,Header for Page 29 | Footer for Page 29,,,
29,3 Financial Reporting Structures|Overview of Financial Reporting Structure,Model Your Financial Reporting Structure,Header for Page 29 | Footer for Page 29,,,
29,3 Financial Reporting Structures,Chart of Accounts,Header for Page 29 | Footer for Page 29,,,
29,3 Financial Reporting Structures|Chart of Accounts,Overview of Chart of Accounts,Header for Page 29 | Footer for Page 29,,,
29,3 Financial Reporting Structures|Chart of Accounts|Overview of Chart of Accounts,"The chart of accounts is the underlying structure for organizing financial information and reporting. An entity records transactions with a set of codes representing balances by type, expenses by function, and other divisional or organizational codes that are important to its business.",Header for Page 29 | Footer for Page 29,,,
29,3 Financial Reporting Structures|Chart of Accounts|Overview of Chart of Accounts,"The chart of accounts facilitates aggregating data from different operations, from within an operation, and from different business flows, thus enabling the organization to report using consistent definitions to their stakeholders in compliance with legislative and corporate reporting standards and aiding in management decisions.",Header for Page 29 | Footer for Page 29,,,
29,3 Financial Reporting Structures|Chart of Accounts|Overview of Chart of Accounts,Related Topics,Header for Page 29 | Footer for Page 29,,,
29,3 Financial Reporting Structures|Chart of Accounts|Overview of Chart of Accounts,Chart of Accounts,Header for Page 29 | Footer for Page 29,,,
29,3 Financial Reporting Structures|Chart of Accounts|Overview of Chart of Accounts,Chart of Accounts Components,Header for Page 29 | Footer for Page 29,,,
29,3 Financial Reporting Structures|Chart of Accounts|Overview of Chart of Accounts,Essbase Character and Word Limitations,Header for Page 29 | Footer for Page 29,,,
29,3 Financial Reporting Structures|Chart of Accounts,Chart of Accounts Structures and Instances,Header for Page 29 | Footer for Page 29,,,
29,3 Financial Reporting Structures|Chart of Accounts|Chart of Accounts Structures and Instances,"In Oracle Fusion General Ledger, the chart of accounts model is framed around the concept of a chart of accounts structure, under which one or more chart of accounts structure instances can be created.",Header for Page 29 | Footer for Page 29,,,
